station_name,station_geo,capacity,total_activity,count
Jean Calvin - Tournefort,"48.84159,2.34849",28,9256.0,7866
Chevreuse - Montparnasse,"48.84174,2.33155",15,8216.0,7866
Saint-Jacques - Val de Grâce,"48.84175,2.34139",20,11123.0,7866
Mairie du 15ème,"48.84178,2.29865",32,12511.0,7866
Bercy - Villot,"48.84180,2.37679",34,10498.0,7866
Gare Montparnasse - Vaugirard,"48.84181,2.31951",66,13652.0,7866
Vivaldi - Antoine-Julien Hénard,"48.84192,2.38973",27,7392.0,7866
Convention - Lourmel,"48.84206,2.28599",36,9221.0,7866
Gare d'Austerlitz - Pont Charles de Gaulle,"48.84232,2.36703",55,11418.0,7866
Cevennes - Bergers,"48.84241,2.28104",29,10403.0,7866
Place Etienne Pernet,"48.84243,2.29218",43,10804.0,7866
Fessart - Château,"48.84245,2.23989",20,6758.0,7866
Gare d'Austerlitz,"48.84252,2.36404",14,7146.0,7650
Erasme - Ulm,"48.84264,2.34459",24,9419.0,7866
Montgallet - Charenton,"48.84265,2.38616",16,8656.0,7866
Buffon - Jardin des Plantes,"48.84267,2.36186",30,6741.0,7866
Gare de Reuilly - Picpus,"48.84267,2.39729",28,10138.0,7866
Place Jacques et Thérèse Tréfouël,"48.84273,2.31257",43,7352.0,3729
Bréa - Raspail,"48.84274,2.32979",24,9769.0,7866
Michelet - Assas,"48.84274,2.33502",18,7973.0,7866
Place Monge,"48.84276,2.35241",21,9422.0,7866
Gare Routière de Saint Cloud,"48.84288,2.22225",31,5563.0,7866
Odessa - Départ,"48.84289,2.32443",39,8919.0,7866
Daumesnil - Hébrard,"48.84290,2.38474",40,11696.0,7838
Croix Nivert - Square Saint-Lambert,"48.84305,2.29520",47,8387.0,7866
Exelmans - Michel-Ange,"48.84309,2.25978",33,7335.0,7866
Maine - Antoine Bourdelle,"48.84309,2.32026",17,5934.0,7866
Convention - Saint-Charles,"48.84316,2.28311",19,9002.0,7866
Place Denfert-Rochereau,"48.84325,2.24599",20,7858.0,7866
Cambronne - Mademoiselle,"48.84328,2.30231",67,14855.0,7866
Montparnasse -  Square Ozanam,"48.84331,2.32652",49,8865.0,7866
Cauchy - Cévennes,"48.84337,2.27513",51,5650.0,7860
Herschel - Observatoire,"48.84342,2.33766",37,13841.0,7866
Volontaire - Lecourbe,"48.84351,2.30655",31,16347.0,7866
Place Charles Digeon,"48.84354,2.41843",32,8871.0,7866
Gare Rer de Fontenay sous Bois,"48.84363,2.46305",62,6487.0,7866
Gare d'Austerlitz - Quai Saint-Bernard,"48.84369,2.36572",27,6757.0,7866
Lacépède - Linné,"48.84370,2.35465",54,11532.0,7866
Niger - Soult,"48.84370,2.41036",24,7838.0,7866
Assas - Luxembourg,"48.84373,2.33343",33,9790.0,7866
Gare Montparnasse - Arrivée,"48.84383,2.32258",43,11195.0,7866
Gare de Lyon - Van Gogh,"48.84384,2.37045",51,8638.0,7804
Lacépède - Monge,"48.84389,2.35197",23,8343.0,7866
Victor Hugo - Jeanne Jugan,"48.84395,2.41508",28,4631.0,7866
Gare de Lyon - Roland Barthes,"48.84396,2.37909",68,8673.0,7866
Place Valhubert,"48.84418,2.36404",37,8899.0,7866
Château de Vincennes,"48.84423,2.43921",52,12065.0,7866
Montgallet - Reuilly,"48.84429,2.38965",16,11291.0,7866
Place de la Montagne du Goulet,"48.84434,2.27738",21,7087.0,7866
Lakanal - Commerce,"48.84442,2.29406",53,10089.0,7866
Cherche-Midi - Hôpital Necker,"48.84461,2.31791",38,12578.0,7866
Saint-Mandé - Docteur Arnold Netter,"48.84463,2.40495",39,12466.0,7866
Gay Lussac - Saint-Jacques,"48.84473,2.34192",24,7628.0,7866
Sèvres - Lecourbe,"48.84477,2.31101",62,15778.0,7866
Notre-Dame-des-Champs - Stanislas,"48.84480,2.32934",19,8301.0,7866
Joseph Liouville - Croix Nivert,"48.84484,2.29751",64,11188.0,7866
Charenton - Place du Col Bourgoin,"48.84487,2.38258",35,14820.0,7866
Place Violet,"48.84488,2.29058",30,9208.0,7866
Lourmel - Marie Skobtsov,"48.84497,2.28728",22,9448.0,7866
Thouin - Cardinal Lemoine,"48.84505,2.34946",17,9555.0,7866
Estrapade - Ulm,"48.84513,2.34546",16,8690.0,7866
Saint-Mande - Picpus,"48.84513,2.40157",35,10509.0,7801
Molitor - Michel-Ange,"48.84518,2.26211",53,7084.0,7866
Molitor - Chardon-Lagache,"48.84521,2.26568",34,5551.0,7866
Porte Molitor,"48.84525,2.25690",60,11977.0,7866
Saint-Mandé - Fabre d'Eglantine,"48.84536,2.39650",34,7166.0,7797
Gare de Lyon - Place Louis Armand,"48.84552,2.37265",60,21915.0,7866
Jussieu - Guy de la Brosse,"48.84566,2.35565",40,10542.0,7866
Gare de Lyon - Chalon,"48.84567,2.37415",35,8909.0,7866
Hôpital Bégin,"48.84572,2.42725",26,8690.0,7866
Pasteur - Gambetta,"48.84573,2.42360",19,6671.0,7866
Jean Jaurès - Jean Baptiste Clément ,"48.84576,2.23697",24,9074.0,7866
Cambronne - Villa Croix Nivert,"48.84585,2.30176",62,9103.0,7866
Hôpital Necker,"48.84604,2.31325",40,10615.0,7841
Le Goff - Gay-Lussac,"48.84610,2.34122",35,12351.0,7866
Blaise-Desgoffe - Vaugirard,"48.84613,2.32427",32,12222.0,7866
Charenton - Diderot,"48.84617,2.37931",18,12096.0,7866
Bercy - Traversiére,"48.84619,2.37038",30,10123.0,7866
Javel - André Citroën,"48.84628,2.27864",45,9675.0,7866
Boulangers - Cardinal Lemoine,"48.84629,2.35215",20,8866.0,7866
Paris - Laitières,"48.84630,2.42076",22,6172.0,7866
Louis Xavier de Ricard - Ancienne Mairie,"48.84630,2.47242",34,3699.0,7866
Place Charles Michels,"48.84640,2.28502",37,11750.0,7866
Porte de Vincennes ,"48.84645,2.41551",33,6620.0,7809
Saint-Jacques - Soufflot,"48.84653,2.34310",19,10499.0,7866
Guynemer - Jardin du Luxembourg,"48.84661,2.33255",36,12168.0,7866
Bastille - Quai de la Rapée,"48.84682,2.36694",27,8950.0,7866
Place de la Nation - Picpus,"48.84682,2.40011",36,7169.0,7793
Place Jean-Spire-Lemaître,"48.84684,2.45206",50,9516.0,7866
Cours de Vincennes - Soult,"48.84692,2.41052",45,8137.0,7866
Hector Malot - Daumesnil,"48.84694,2.37709",54,10915.0,7851
Panthéon - Valette,"48.84702,2.34650",39,11619.0,7866
Commandant l'Herminier - Gallieni,"48.84704,2.41605",17,3538.0,7804
Emile Zola - Fondary,"48.84705,2.29534",42,12319.0,7866
Cimetière,"48.84706,2.47878",15,1314.0,7866
Saint-Romain - Cherche-Midi,"48.84708,2.32137",17,7514.0,7866
Fabre d'Eglantine - Place de la Nation,"48.84711,2.39562",68,11758.0,7737
Suffren - Pérignon,"48.84718,2.30705",46,11648.0,7866
Jussieu - Fossés Saint-Bernard,"48.84719,2.35349",39,13918.0,7866
Diderot - Reuilly,"48.84721,2.38613",44,15913.0,7866
Cours de Vincennes - Davout,"48.84724,2.41070",48,9671.0,7866
Regard - Rennes,"48.84739,2.32686",46,11948.0,7866
Duroc - Place de Breteuil,"48.84746,2.31261",42,9834.0,7845
Eglise d'Auteuil,"48.84750,2.26848",21,8255.0,7866
Gare RER de Vincennes,"48.84756,2.43338",51,17740.0,7866
Square Cambronne,"48.84757,2.30257",59,12959.0,7866
Place de Barcelone - Mirabeau,"48.84762,2.27357",55,11508.0,7866
Diderot - Pierre Bourdan,"48.84765,2.39026",21,6770.0,7797
Invalides - Duroc,"48.84779,2.31619",29,10625.0,7842
Pyrénées - Cours de Vincennes,"48.84780,2.40617",21,10853.0,7866
Fontenay - Libération,"48.84780,2.44514",25,6981.0,7866
Bourdon - Pont Morland,"48.84781,2.36594",52,8356.0,7866
Emeriau - Beaugrenelle,"48.84791,2.28431",74,13126.0,7866
Porte d'Auteuil,"48.84794,2.26084",33,7996.0,7866
Commerce - Letellier,"48.84798,2.29662",44,11350.0,7866
Charenton - Prague,"48.84818,2.37636",26,12319.0,7866
Cujas - Saint-Michel,"48.84819,2.34183",19,7482.0,7812
Théâtre - Lourmel,"48.84821,2.28987",53,11813.0,7866
Mutualité,"48.84823,2.35029",37,11077.0,7866
Assas - Vaugirard,"48.84827,2.32924",35,8765.0,7866
Transvaal - Charles de Gaulle ,"48.84828,2.23734",27,7920.0,7866
Hôtel de Ville de Vincennes,"48.84828,2.43990",27,9502.0,7866
Place de la Nation - Charonne,"48.84836,2.39976",36,10486.0,7796
Marché d'Auteuil,"48.84843,2.26525",32,6841.0,7866
Vaneau - Sèvres,"48.84856,2.32042",35,12118.0,7841
La Motte-Picquet - Grenelle,"48.84858,2.29935",34,9515.0,7866
Faubourg St-Antoine - Place de la Nation,"48.84877,2.39404",37,8663.0,7727
Place de la Nation - Taillebourg,"48.84884,2.39730",47,13569.0,7733
Lagny - Victor Basch,"48.84884,2.42633",26,8752.0,7866
Ecoles - Carmes,"48.84890,2.34735",36,11905.0,7866
Vaugirard - Monsieur le Prince,"48.84895,2.34113",26,9366.0,7813
Saint-Placide - Cherche Midi,"48.84905,2.32532",66,11939.0,7866
Institut du Monde Arabe - Saint-Germain,"48.84906,2.35581",40,10680.0,7809
Assas - Rennes,"48.84921,2.32851",32,5612.0,7866
Lagny - Auguste Blanqui,"48.84923,2.42186",27,6811.0,7866
Boulets - Faubourg Saint-Antoine,"48.84926,2.39175",43,8688.0,7793
Place Fernand Forest,"48.84927,2.28186",33,10837.0,7866
Lacuée - Lyon,"48.84927,2.37046",16,10946.0,7837
Reynaldo Hahn - Lagny,"48.84927,2.41233",19,5218.0,7866
Lagny - Joffre,"48.84931,2.41795",31,5929.0,7866
Hôtel de ville de Fontenay-sous-Bois,"48.84950,2.47502",20,1132.0,7866
Sénat - Condé,"48.84954,2.33794",33,11297.0,7866
Sorbonne - Ecoles,"48.84969,2.34350",50,10637.0,7810
Poissy - Saint-Germain,"48.84970,2.35297",25,7162.0,7807
Mornay - Sully,"48.84970,2.36446",15,6609.0,7809
La Jarry - Place Diderot,"48.84973,2.45201",25,8027.0,7866
George Sand - Jean de La Fontaine,"48.84987,2.26826",30,7088.0,7866
Grenelle - Violet,"48.84993,2.29461",35,9335.0,7866
Stalingrad - Rigollots,"48.84997,2.45558",20,6418.0,7866
Place Alphonse Deville,"48.85019,2.32760",23,7681.0,7866
Mézières - Rennes ,"48.85023,2.33038",55,8983.0,7866
Montreuil - République,"48.85026,2.43452",25,8430.0,7866
Pyrénées - Plaine,"48.85027,2.40628",12,6688.0,7866
Sommerard - Saint-Jacques,"48.85031,2.34502",34,9181.0,7807
Théophile Gautier - François Millet,"48.85035,2.27303",30,7539.0,7866
Crozatier - Faubourg Saint-Antoine,"48.85044,2.37890",29,16514.0,7866
Pontoise - La Tournelle,"48.85046,2.35245",23,7243.0,7812
Montreuil - Gonnet,"48.85050,2.38909",24,9411.0,7866
Montreuil - Voltaire,"48.85051,2.39308",34,9707.0,7734
Place Mireille Havet,"48.85053,2.38376",43,17672.0,7866
Saint-Germain - Thenard,"48.85057,2.34710",31,8983.0,7807
Traversière - Ledru-Rollin,"48.85074,2.37587",34,17672.0,7866
Emeriau - Place de Brazzaville,"48.85079,2.28716",51,7754.0,7866
Suffren - La Motte-Piquet,"48.85088,2.30122",23,8283.0,7866
Pierre Sarrazin - Saint-Michel,"48.85091,2.34213",33,8943.0,7807
Quai de Béthune - Pont de la Tournelle,"48.85097,2.35631",25,8466.0,7866
Square Bela Bartok,"48.85120,2.28465",24,3981.0,7866
Square Boucicaut,"48.85130,2.32506",60,13107.0,7866
Quai des Célestins - Henri IV,"48.85130,2.36245",14,11375.0,7809
Grenelle - Dr Finlay,"48.85132,2.29195",71,10412.0,6903
Maison de Radio - France,"48.85133,2.27779",47,8400.0,7866
Paganini - Davout,"48.85135,2.41202",22,6117.0,7866
Bastille - Biscornet,"48.85136,2.36922",62,10936.0,7686
Faidherbe - Dahomey,"48.85136,2.38382",44,9382.0,7866
Ségur - d'Estrées,"48.85142,2.30970",19,9334.0,7866
Dupleix - du Guesclin,"48.85148,2.29671",47,10188.0,7866
Harpe - Saint-Germain,"48.85152,2.34367",46,12984.0,7805
Saint-François-Xavier,"48.85154,2.31461",42,12900.0,7841
Charonne - Avron,"48.85160,2.39840",27,10349.0,7799
Buzenval - Avron,"48.85162,2.40151",50,10749.0,7866
Saint-Sulpice,"48.85165,2.33081",21,8847.0,7866
Marché Saint-Germain,"48.85166,2.33550",21,10069.0,7866
Quatre Vents - Carrefour de l'Odéon,"48.85175,2.33816",37,11546.0,7866
Philippe-Auguste,"48.85185,2.39329",48,6490.0,7866
Square René Viviani - Montebello,"48.85190,2.34784",34,12021.0,7866
Ecole Militaire - Place Joffre,"48.85206,2.30180",26,5711.0,7866
Charonne - Faubourg Saint-Antoine,"48.85219,2.37409",34,15708.0,7866
Boulets - Voltaire,"48.85219,2.38903",24,10230.0,7804
Raspail - Chomel,"48.85223,2.32666",49,9181.0,7841
Danton - Serpente,"48.85230,2.34141",22,8089.0,7866
Benoît Frachon - République,"48.85231,2.41561",30,6998.0,7866
Place de la Bastille - Bourdon,"48.85236,2.36811",35,11084.0,7696
Charles Delescluze,"48.85242,2.38063",49,10838.0,7866
République - Danton,"48.85249,2.46203",20,3535.0,7866
Place du Général de Gaulle,"48.85253,2.48773",28,3046.0,7866
Réunion - Avron,"48.85257,2.40393",26,6180.0,7866
Sabot - Rennes,"48.85258,2.33155",26,8840.0,7844
Raffet - Montmorency,"48.85259,2.26293",42,5513.0,7866
Village Saint-Paul,"48.85264,2.36073",28,9355.0,7866
Jean de la Fontaine - Boulainvilliers,"48.85265,2.27587",68,10590.0,7786
Saint-Séverin - Saint-Michel,"48.85273,2.34409",30,11695.0,7805
Gambetta - Michelet,"48.85274,2.42997",33,7699.0,7866
Desaix - Edgar Faure,"48.85280,2.29308",12,5320.0,7866
Fédération - Suffren,"48.85283,2.29788",25,6488.0,7866
Mozart - Jasmin,"48.85286,2.26848",62,6679.0,7866
Place Saint-André des Arts,"48.85289,2.34265",37,13316.0,7866
Alexandre Dumas - Voltaire,"48.85289,2.38915",59,11649.0,7866
Quai aux Fleurs - Pont Saint-Louis,"48.85292,2.35220",21,7867.0,7866
Davout - Volga,"48.85292,2.41052",28,7216.0,7866
Ranelagh - Maison de la Radio,"48.85294,2.28045",22,7719.0,7866
Place de la République,"48.85299,2.42467",28,7383.0,7866
Raspail - Varenne,"48.85315,2.32639",18,7253.0,7844
Pyrénées - Avron,"48.85325,2.40587",32,9216.0,7866
Saint-Germain - Ciseaux,"48.85331,2.33447",18,8975.0,7841
Jean Macé - Faidherbe,"48.85338,2.38286",63,13597.0,7866
Ledru-Rollin - Charonne,"48.85346,2.37725",32,12419.0,7866
Neuve Saint-Pierre - Beautreillis,"48.85355,2.36391",20,10573.0,7866
Place Joffre - Frédéric le Play,"48.85375,2.30442",38,8985.0,7866
André Mazet - Saint-André des Arts,"48.85376,2.33910",55,10707.0,7866
Bastille - Beaumarchais,"48.85383,2.36857",23,11916.0,7697
Richard Lenoir - Place de la Bastille,"48.85383,2.36972",53,19617.0,7705
Bir Hakeim,"48.85384,2.28971",33,12398.0,7866
Maréchal Joffre - Verdun,"48.85385,2.47031",20,2671.0,7866
Buzenval - Vignoles,"48.85386,2.40000",17,6786.0,7866
Haies - Réunion,"48.85387,2.40243",22,7105.0,7866
Arcole - Notre-Dame,"48.85388,2.34938",31,7919.0,7866
Hôtel de Ville - Pont-Marie,"48.85390,2.35695",36,9389.0,7866
Docteurs Déjérine - Pte de Montreuil,"48.85398,2.41208",20,6673.0,7866
Charonne - Bureau,"48.85418,2.39609",47,9696.0,7866
Saint-Germain-des-Prés,"48.85419,2.33031",26,7876.0,7842
Cité Vaneau,"48.85422,2.31961",26,7221.0,7866
Jules Vallès - Charonne,"48.85428,2.38477",23,10594.0,7807
Suffren - Champ de Mars,"48.85472,2.29522",23,6632.0,7866
Paris - Emile Zola,"48.85490,2.41867",30,9001.0,7866
Vincennes - Douy-Delcupe,"48.85494,2.43605",38,5447.0,7866
Léon Frot - Charonne,"48.85496,2.38722",19,10773.0,7866
Saint-Antoine Sévigné,"48.85502,2.36123",26,16450.0,7866
Roquette - Thiéré,"48.85508,2.37337",23,9095.0,7866
Alouettes - Maréchal de Lattre de Tassigny,"48.85511,2.49307",22,1442.0,7866
Marché aux fleurs,"48.85526,2.34738",23,7538.0,7866
Jacques Callot - Mazarine,"48.85528,2.33757",28,8231.0,7866
Pont de Lodi - Dauphine ,"48.85530,2.33995",23,8102.0,7866
Alexandre Dumas - Place de la Réunion,"48.85534,2.39977",45,6761.0,7866
Pyrénées - Dagorno,"48.85543,2.40516",20,6668.0,7866
Ranelagh - Mozart,"48.85544,2.27044",23,10218.0,7866
Saint-Benoît - Jacob,"48.85545,2.33347",23,9232.0,7866
Keller - La Roquette,"48.85555,2.37528",34,10998.0,7866
Beaumarchais - Pas de la Mule,"48.85558,2.36843",18,8849.0,7777
Orteaux - Mouraud,"48.85559,2.40876",24,7068.0,7866
Charonne - Philippe-Auguste,"48.85560,2.39055",32,11071.0,7866
Raspail - Bac,"48.85563,2.32566",52,13066.0,7841
Tiron - Rivoli ,"48.85569,2.35791",28,11863.0,7866
Hôtel de Ville - Pont d'Arcole,"48.85588,2.35089",20,1435.0,3094
Charonne - Robert et Sonia Delauney,"48.85591,2.39257",20,6605.0,7866
Place Carnot,"48.85594,2.44153",25,5969.0,7866
Mairie du 4ème,"48.85595,2.35638",44,13443.0,7785
Charonne - Alexandre Dumas,"48.85608,2.39487",35,10067.0,7866
Mont Valérien - Michel Salles,"48.85619,2.21530",24,2012.0,7866
Lobau - Hôtel de Ville,"48.85621,2.35325",60,13008.0,7866
Square Denise Buisson,"48.85623,2.42644",45,5436.0,7866
Eugène Reisz - Davout,"48.85632,2.41040",20,4927.0,7450
Belfort - Voltaire,"48.85634,2.38299",39,11688.0,7804
Vignes - Boulainvilliers,"48.85640,2.27524",21,6134.0,7866
Ledru-Rollin - Place du Père Chaillet,"48.85643,2.37902",37,14829.0,7866
Beaux-Arts - Bonaparte,"48.85645,2.33485",20,5735.0,7866
Octave Gréard - Tour Eiffel,"48.85650,2.29318",33,7309.0,7866
Champ de Mars - Cler,"48.85669,2.30665",41,10645.0,7841
Stalingrad - Désiré Chevalier,"48.85670,2.44507",42,8305.0,7866
Place des Larris,"48.85684,2.47802",34,883.0,7866
Bréguet - Sabin,"48.85693,2.37067",33,12316.0,7866
Saint-Blaise - Mouraud,"48.85696,2.40869",27,6680.0,7866
Chernoviz - Raynouard,"48.85699,2.28217",37,4116.0,7866
Froment - Bréguet,"48.85704,2.37289",43,15118.0,7866
Quai de l'Horloge - Pont Neuf,"48.85706,2.34180",17,6905.0,7866
Bagnolet - Orteaux,"48.85709,2.39841",36,11369.0,7866
Pyrénées - Maraîchers,"48.85714,2.40435",19,8130.0,7866
Place de la Fraternité,"48.85716,2.42285",22,6838.0,7866
Varenne,"48.85720,2.31528",47,7884.0,7843
La Motte-Picquet - La Tour Maubourg,"48.85723,2.30941",40,9426.0,7866
Senard - Charles Blum,"48.85732,2.22109",24,3101.0,7866
Place de l'Hôtel de Ville,"48.85733,2.35146",14,10959.0,7866
Place de la Porte de Passy,"48.85734,2.26442",36,6215.0,7866
Archives - Rivoli,"48.85735,2.35398",25,11177.0,7866
François Debergue - Croix de Chavaux,"48.85742,2.43758",57,8541.0,7866
Paris - Désiré Préaux,"48.85743,2.43230",49,8150.0,7866
Jean Bologne - Passy,"48.85757,2.28003",19,4602.0,7866
Institut de France,"48.85762,2.33583",17,6818.0,7866
Saint-Cloud - Hippodrome,"48.85772,2.25491",30,4401.0,7866
Place de Passy,"48.85780,2.27750",15,6868.0,7866
Mairie du 7ème,"48.85780,2.31927",27,6206.0,7866
Victoria - Place du Chatelet,"48.85799,2.34692",22,9864.0,7800
Saint-Bon - Rivoli,"48.85800,2.35022",19,8265.0,7866
Roquette - Auguste Laurent,"48.85800,2.38180",16,10071.0,7866
Beaumarchais - Saint-Gilles,"48.85804,2.36794",51,12151.0,7777
Rapp - Place du Général Gouraud,"48.85810,2.30041",31,10963.0,7866
Saint-Gilles - Turenne,"48.85816,2.36471",18,11449.0,7866
Vieille du Temple - Francs Bourgeois,"48.85826,2.35822",29,12884.0,7866
Villersexel - Saint-Germain,"48.85830,2.32379",16,6003.0,7841
Pont-Neuf - Quai du Louvre,"48.85830,2.34237",30,2223.0,3093
François Ponsard - La Muette ,"48.85837,2.27445",23,7367.0,7866
Charonne - Pierre Bayle,"48.85845,2.39040",23,8450.0,7866
Passy - Place du Costa Rica,"48.85849,2.28397",33,10507.0,7866
Centenaire - Sorins,"48.85854,2.42735",45,6812.0,7866
Bosquet - Saint-Dominique,"48.85865,2.30372",28,12928.0,7838
Saint-Maur - Roquette,"48.85869,2.38355",46,12958.0,7866
Cloître Saint-Merri - Renard,"48.85884,2.35183",32,8680.0,7866
Mairie du 11ème,"48.85892,2.37898",51,17074.0,7808
Quai Voltaire,"48.85894,2.33142",32,10318.0,7866
Saint-Denis - Rivoli,"48.85906,2.34769",43,12826.0,7866
Las Cases - Bourgogne,"48.85909,2.31857",22,5337.0,7866
Roquette - Folie Regnault,"48.85925,2.38655",52,11714.0,7866
Lavandieres Sainte Opportune - Rivoli,"48.85928,2.34662",27,11056.0,7866
Repos - Cimetière du Père Lachaise,"48.85936,2.38961",33,5640.0,7866
Faustin Hélie - Desbordes-Valmore,"48.85940,2.27652",33,3836.0,7866
Blancs-Manteaux - Archives ,"48.85942,2.35595",29,13076.0,7866
Résistance - Parmentier,"48.85965,2.43671",35,6131.0,7866
Musée d'Orsay,"48.85973,2.32586",65,9028.0,7866
Bagnolet - Place Saint-Blaise,"48.85973,2.40334",28,6978.0,7866
Pelée - Alphonse Baudin,"48.86003,2.37105",38,9319.0,7866
Pont Neuf - Rivoli,"48.86009,2.34406",27,13258.0,7866
Paul Doumer - La Tour,"48.86012,2.28084",34,6652.0,7866
Place Edmond Michelet,"48.86013,2.35006",23,10248.0,7866
Perle - Vieille du Temple,"48.86013,2.36112",36,11740.0,7866
Halles - Bourdonnais,"48.86045,2.34602",20,11589.0,7866
Vitruve - Davout,"48.86053,2.40916",23,6731.0,7866
Constantine - Université,"48.86068,2.31485",65,12214.0,7841
Bourdonnais - Tour Eiffel,"48.86090,2.29560",60,10473.0,7866
Square Saint-Ambroise,"48.86093,2.37584",43,15581.0,7808
Pyrénées - Charles Renouvier,"48.86096,2.40042",29,6000.0,7866
Octave Feuillet - Albéric Magnard,"48.86107,2.27303",21,3679.0,7866
Chemin Vert - Saint-Maur,"48.86112,2.38130",45,14683.0,7866
Amelot - Saint-Sébastien,"48.86114,2.36780",30,11741.0,7778
Quai Anatole France - Musée d'Orsay,"48.86121,2.32425",12,1521.0,3091
Surcouf - Université,"48.86127,2.30945",58,12656.0,7840
Mairie de Montreuil,"48.86131,2.44061",52,9248.0,7866
Cossonnerie - Sébastopol,"48.86133,2.34942",24,15535.0,7802
Oratoire - Rivoli,"48.86134,2.34000",18,7640.0,7866
Assemblée Nationale,"48.86141,2.32012",63,10043.0,7866
Centre Georges Pompidou,"48.86142,2.35258",26,13189.0,7866
Jardin de l'Hospice Debrousse,"48.86145,2.40569",23,5937.0,7866
Temple - Haudriettes,"48.86164,2.35670",19,9473.0,7866
Richard Lenoir - Voltaire,"48.86164,2.37275",25,11768.0,7804
Siam - La Pompe,"48.86172,2.27535",16,4752.0,7866
Sebastopol - Rambuteau,"48.86182,2.35014",16,8299.0,7792
Place Nelson Mandela ,"48.86209,2.19658",22,1488.0,7866
Fille du Calvaire - Turenne,"48.86211,2.36496",29,15335.0,7866
Saint-Ambroise - Parmentier,"48.86215,2.37723",38,10383.0,7866
Louis Lumière ,"48.86216,2.41113",22,3783.0,7866
Ceinture du Lac Inferieure - Saint-Cloud,"48.86218,2.26179",42,3585.0,7866
Jean Moulin - Paul Doumer,"48.86222,2.45533",20,5002.0,7866
Lucie Aubrac - Franklin,"48.86224,2.44359",36,7034.0,7866
Archives - Pastourelle,"48.86236,2.35950",28,10920.0,7866
Place du Palais Royal,"48.86238,2.33848",67,12837.0,7866
Place de Finlande,"48.86241,2.31136",25,5922.0,7866
Beaubourg - Michel-le-Comte,"48.86253,2.35431",18,8496.0,7866
Indre - Prairies,"48.86254,2.40329",38,6830.0,7866
Grande Truanderie - Saint-Denis,"48.86263,2.34981",33,14657.0,7866
Place Pasdeloup,"48.86265,2.36703",21,10847.0,7781
Édouard Vaillant - Place Jean Jaurès,"48.86266,2.20890",24,1274.0,7866
Berges de Seine - Musée d'Orsay,"48.86279,2.30646",16,1580.0,3093
Lavoisier - Missak Manouchian,"48.86286,2.49568",18,1642.0,7866
Château - République,"48.86292,2.41550",26,5253.0,7866
Jean-Jacques Rousseau - Deux Ecus,"48.86298,2.34146",22,7052.0,7866
Porte de la Muette,"48.86302,2.26872",36,5002.0,7866
Quai d'Orsay - Invalides,"48.86310,2.31699",18,1470.0,3092
Ménilmontant - Père Lachaise,"48.86329,2.38699",56,14007.0,7819
Eylau - Trocadéro,"48.86335,2.28642",24,7999.0,7866
Square du Bataclan,"48.86338,2.37113",20,8830.0,7807
Louis Ganne - Davout,"48.86339,2.40973",30,5211.0,7866
Saint-Honoré - Musée du Louvre,"48.86344,2.33488",22,6898.0,7866
Place du Lieutenant Henri Karcher,"48.86349,2.34007",30,7496.0,7866
Turbigo - Française,"48.86359,2.34778",16,9800.0,7866
Les Halles - Saint-Eustache,"48.86363,2.34262",32,6807.0,7866
Rivoli - Musée du Louvre,"48.86365,2.33410",24,9148.0,7866
Coquillière - Louvre,"48.86380,2.34257",21,7893.0,7866
Guillaume Bertrand - République,"48.86383,2.38091",38,11056.0,7825
Sablons - Georges Mandel,"48.86388,2.28189",38,3660.0,7866
Place André Malraux,"48.86393,2.33562",19,8692.0,7863
Bourg l'Abbé - Saint-Martin,"48.86393,2.35241",42,12254.0,7866
Mairie du 16ème,"48.86394,2.27660",35,6279.0,7866
Française - Etienne Marcel,"48.86405,2.34759",37,9907.0,7866
Mûriers - Père Lachaise,"48.86413,2.39165",20,5256.0,7819
Saint-Maur - République,"48.86419,2.37832",38,10846.0,7829
Résistance - Hoche,"48.86427,2.43578",30,5543.0,7866
Gambetta - Père Lachaise,"48.86430,2.39823",29,11021.0,7832
Louis Lumière - Porte de Bagnolet,"48.86431,2.41052",20,3970.0,7866
Flandrin - Henri Martin,"48.86433,2.27242",18,4228.0,7866
Mairie du 3ème,"48.86446,2.36176",32,14936.0,7866
Champeaux - Gallieni,"48.86446,2.41618",50,6378.0,7866
Temple - Jean-Pierre Timbaud,"48.86447,2.36606",36,8441.0,7727
Parmentier - République ,"48.86450,2.37501",50,10602.0,7866
Etienne Marcel - Montorgueil,"48.86451,2.34620",28,11207.0,7866
Grand Prieuré - Crussol,"48.86466,2.36923",49,11474.0,7813
Jacquard - Ternaux ,"48.86466,2.37316",39,12550.0,7866
Porte de Bagnolet,"48.86471,2.40834",33,6192.0,7866
Alger - Rivoli,"48.86477,2.32945",21,8275.0,7866
Longchamp - Place d'Iéna,"48.86492,2.29267",40,7250.0,7866
Place de la Reine Astrid,"48.86492,2.30255",58,10167.0,7866
Place François Mitterand,"48.86493,2.44296",34,5607.0,7866
Pelleport - Belgrand,"48.86500,2.40398",15,6972.0,7866
Montmartre - Etienne Marcel,"48.86502,2.34507",16,9693.0,7866
Sorbier - Gasnier-Guy,"48.86522,2.39366",34,6842.0,7866
Marceau - Président Wilson,"48.86524,2.30025",32,7885.0,7866
Greneta - Sebastopol,"48.86524,2.35167",32,12573.0,7798
Mairie du 20ème,"48.86530,2.39907",27,456.0,738
Place du Canada,"48.86535,2.31019",40,8055.0,7866
