station_name,station_geo,capacity,total_activity,count,nearest_station,dateOuverture
Hôpital - Campo-Formio,"48.83541,2.35822",16,7987.0,7866,"{'code': 13011, 'codeStr': 13011, 'name': 'Hôpital - Campo-Formio', 'dateOuverture': '2018-09-25', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 0, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 11, 'nbEDock': 2, 'latitude': '48.83540500000000', 'longitude': '2.35821800000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.83540500000000,2.35821800000000'}",2018-09-25
Porte Dorée,"48.83543,2.40771",36,15487.0,7866,"{'code': 12032, 'codeStr': 12032, 'name': 'Porte Dorée', 'dateOuverture': '2018-05-25', 'state': 'Operative', 'nbBike': 7, 'nbEbike': 5, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 24, 'nbEDock': 0, 'latitude': '48.83543370000000', 'longitude': '2.40771320000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.83543370000000,2.40771320000000'}",2018-05-25
Bois de Vincennes - Polygone,"48.83544,2.43142",51,6632.0,7866,"{'code': 12122, 'codeStr': 12122, 'name': 'Bois de Vincennes - Polygone', 'dateOuverture': '2018-03-22', 'state': 'Operative', 'nbBike': 4, 'nbEbike': 4, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 43, 'nbEDock': 0, 'latitude': '48.83544491617421', 'longitude': '2.43142108143656', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.83544491617421,2.43142108143656'}",2018-03-22
Cordelières - Arago,"48.83548,2.34857",46,11496.0,7866,"{'code': 13005, 'codeStr': 13005, 'name': 'Cordelières - Arago', 'dateOuverture': '2018-03-02', 'state': 'Operative', 'nbBike': 11, 'nbEbike': 1, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 34, 'nbEDock': 0, 'latitude': '48.83548071896613', 'longitude': '2.34857246170222', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.83548071896613,2.34857246170222'}",2018-03-02
Place Charles Vallin,"48.83552,2.30260",26,12081.0,7803,"{'code': 15122, 'codeStr': 15122, 'name': 'Place Charles Vallin', 'dateOuverture': '2018-08-17', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 4, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 21, 'nbEDock': 0, 'latitude': '48.83556500000000', 'longitude': '2.30255720000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.83556500000000,2.30255720000000'}",2018-08-17
Silly - Galliéni,"48.83558,2.23255",25,6726.0,7866,"{'code': 21010, 'codeStr': 21010, 'name': 'Silly', 'dateOuverture': '2018-02-09', 'state': 'Operative', 'nbBike': 11, 'nbEbike': 2, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 10, 'nbEDock': 0, 'latitude': '48.83533269725270', 'longitude': '2.23234523087740', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.83533269725270,2.23234523087740'}",2018-02-09
Méchain - Faubourg Saint-Jacques,"48.83587,2.33798",16,6132.0,7866,"{'code': 14112, 'codeStr': 14112, 'name': 'Méchain - Faubourg Saint-Jacques', 'dateOuverture': '2018-01-11', 'state': 'Operative', 'nbBike': 2, 'nbEbike': 1, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 13, 'nbEDock': 0, 'latitude': '48.83586772099485', 'longitude': '2.33798034198275', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.83586772099485,2.33798034198275'}",2018-01-11
Abbé Groult - Convention,"48.83597,2.30206",12,3741.0,7866,"{'code': 15039, 'codeStr': 15039, 'name': 'Abbé Groult-Convention', 'dateOuverture': '2018-03-09', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 0, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 12, 'nbEDock': 0, 'latitude': '48.83591920000000', 'longitude': '2.30242570000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.83591920000000,2.30242570000000'}",2018-03-09
Bois de Vincennes - Gare,"48.83602,2.47083",50,5676.0,7866,"{'code': 41301, 'codeStr': 41301, 'name': 'Bois de Vincennes Gare', 'dateOuverture': '2018-06-12', 'state': 'Operative', 'nbBike': 9, 'nbEbike': 4, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 37, 'nbEDock': 0, 'latitude': '48.83602470000000', 'longitude': '2.47113780000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.83602470000000,2.47113780000000'}",2018-06-12
Général De Gaulle - Vivien,"48.83607,2.41892",22,6656.0,7866,"{'code': 41605, 'codeStr': 41605, 'name': 'Général De Gaulle - Vivien', 'dateOuverture': '2018-01-16', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 0, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 21, 'nbEDock': 0, 'latitude': '48.83608867952291', 'longitude': '2.41890759472368', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.83608867952291,2.41890759472368'}",2018-01-16
Ouest - Château ,"48.83617,2.31939",23,6575.0,7866,"{'code': 14034, 'codeStr': 14034, 'name': 'Ouest - Château ', 'dateOuverture': '2018-01-01', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 6, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 15, 'nbEDock': 0, 'latitude': '48.83617286014242', 'longitude': '2.31939214392380', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.83617286014242,2.31939214392380'}",2018-01-01
Place Robert Guillemard,"48.83619,2.28113",24,5561.0,7866,"{'code': 15110, 'codeStr': 15110, 'name': 'Place Robert Guillemard', 'dateOuverture': '2018-07-09', 'state': 'Operative', 'nbBike': 4, 'nbEbike': 2, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 17, 'nbEDock': 0, 'latitude': '48.83621000000000', 'longitude': '2.28103900000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.83621000000000,2.28103900000000'}",2018-07-09
Place Falguière,"48.83630,2.31045",23,10373.0,7866,"{'code': 15017, 'codeStr': 15017, 'name': 'Place Falguière', 'dateOuverture': '2018-03-22', 'state': 'Operative', 'nbBike': 2, 'nbEbike': 1, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 20, 'nbEDock': 0, 'latitude': '48.83629973941847', 'longitude': '2.31044646352530', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.83629973941847,2.31044646352530'}",2018-03-22
Fernand Braudel - Vincent Auriol ,"48.83638,2.37234",36,10645.0,7866,"{'code': 13019, 'codeStr': 13019, 'name': 'Fernand Braudel - Vincent Auriol ', 'dateOuverture': '2018-03-09', 'state': 'Operative', 'nbBike': 19, 'nbEbike': 7, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 9, 'nbEDock': 0, 'latitude': '48.83637852318147', 'longitude': '2.37234044820070', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.83637852318147,2.37234044820070'}",2018-03-09
Place Balard,"48.83640,2.27842",22,8964.0,7866,"{'code': 15056, 'codeStr': 15056, 'name': 'Place Balard ', 'dateOuverture': '2018-01-22', 'state': 'Operative', 'nbBike': 4, 'nbEbike': 5, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 15, 'nbEDock': 0, 'latitude': '48.83639573642412', 'longitude': '2.27841921150684', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.83639573642412,2.27841921150684'}",2018-01-22
Dominique Pado - Croix Nivert,"48.83649,2.28973",22,7833.0,7866,"{'code': 15050, 'codeStr': 15050, 'name': 'Dominique Pado - Croix Nivert', 'dateOuverture': '2018-01-16', 'state': 'Operative', 'nbBike': 16, 'nbEbike': 1, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 5, 'nbEDock': 0, 'latitude': '48.83656000000000', 'longitude': '2.28976000000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.83656000000000,2.28976000000000'}",2018-01-16
Charles de Gaulle - Beauté,"48.83650,2.47956",49,3355.0,7866,"{'code': 41302, 'codeStr': 41302, 'name': 'Charles de Gaulle - Beauté ', 'dateOuverture': '2018-07-13', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 6, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 42, 'nbEDock': 0, 'latitude': '48.83649602312711', 'longitude': '2.47956265114989', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.83649602312711,2.47956265114989'}",2018-07-13
Duhamel - André Gide,"48.83657,2.31271",20,4866.0,7866,"{'code': 15027, 'codeStr': 15027, 'name': 'Duhamel - André Gide', 'dateOuverture': '2018-01-01', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 0, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 20, 'nbEDock': 2, 'latitude': '48.83656622443340', 'longitude': '2.31270712109741', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.83656622443340,2.31270712109741'}",2018-01-01
Vaugirard - Place Henri Rollet,"48.83659,2.29306",27,10030.0,7866,,
Charenton - Wattignies,"48.83668,2.39180",33,12625.0,7866,"{'code': 12202, 'codeStr': 12202, 'name': 'charenton 1', 'dateOuverture': '2023-07-25', 'state': 'Operative', 'nbBike': 20, 'nbEbike': 2, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 18, 'nbEDock': 0, 'latitude': '48.83691911923400', 'longitude': '2.39167752064250', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.83691911923400,2.39167752064250'}",2023-07-25
Vasco de Gama,"48.83672,2.28366",54,10247.0,7866,"{'code': 15055, 'codeStr': 15055, 'name': 'Vasco de Gama', 'dateOuverture': '2018-02-02', 'state': 'Operative', 'nbBike': 34, 'nbEbike': 1, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 18, 'nbEDock': 0, 'latitude': '48.83683260000000', 'longitude': '2.28384880000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.83683260000000,2.28384880000000'}",2018-02-02
Château - Place de Catalogne,"48.83681,2.31853",33,6636.0,7866,"{'code': 14034, 'codeStr': 14034, 'name': 'Ouest - Château ', 'dateOuverture': '2018-01-01', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 6, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 15, 'nbEDock': 0, 'latitude': '48.83617286014242', 'longitude': '2.31939214392380', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.83617286014242,2.31939214392380'}",2018-01-01
Schoelcher - Raspail,"48.83682,2.33128",50,6830.0,7795,"{'code': 14003, 'codeStr': 14003, 'name': 'Schoelcher-Raspail', 'dateOuverture': '2018-06-27', 'state': 'Operative', 'nbBike': 2, 'nbEbike': 4, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 44, 'nbEDock': 0, 'latitude': '48.83681733526843', 'longitude': '2.33127940804115', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.83681733526843,2.33127940804115'}",2018-06-27
Dutot - Place Alleray,"48.83683,2.30717",56,8580.0,7866,"{'code': 15018, 'codeStr': 15018, 'name': 'Dutot - Place Alleray', 'dateOuverture': '2018-03-20', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 0, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 56, 'nbEDock': 0, 'latitude': '48.83660737055229', 'longitude': '2.30691064149141', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.83660737055229,2.30691064149141'}",2018-03-20
Lucien Bossoutrot - Général Martial Vallin,"48.83696,2.27411",39,7762.0,7866,"{'code': 15057, 'codeStr': 15057, 'name': 'Lucien Bossoutrot - Général Martial Vallin', 'dateOuverture': '2019-03-28', 'state': 'Operative', 'nbBike': 4, 'nbEbike': 0, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 34, 'nbEDock': 0, 'latitude': '48.83712000000000', 'longitude': '2.27096700000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.83712000000000,2.27096700000000'}",2019-03-28
Gobelins - Port-Royal,"48.83714,2.35152",41,14158.0,7866,"{'code': 5027, 'codeStr': '05027', 'name': 'Gobelins - Port-Royal', 'dateOuverture': '2018-03-27', 'state': 'Operative', 'nbBike': 10, 'nbEbike': 0, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 30, 'nbEDock': 0, 'latitude': '48.83713590026284', 'longitude': '2.35152013599873', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.83713590026284,2.35152013599873'}",2018-03-27
Pyramide - Parc Floral,"48.83744,2.44045",50,8113.0,7866,"{'code': 12125, 'codeStr': 12125, 'name': 'Pyramide - Parc Floral', 'dateOuverture': '2019-03-28', 'state': 'Operative', 'nbBike': 11, 'nbEbike': 16, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 21, 'nbEDock': 2, 'latitude': '48.83744200000000', 'longitude': '2.44045200000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.83744200000000,2.44045200000000'}",2019-03-28
Daumesnil - Picpus,"48.83747,2.40177",21,10087.0,7866,"{'code': 12010, 'codeStr': 12010, 'name': 'Daumesnil - Picpus', 'dateOuverture': '2018-09-17', 'state': 'Operative', 'nbBike': 12, 'nbEbike': 3, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 6, 'nbEDock': 0, 'latitude': '48.83746880000000', 'longitude': '2.40176500000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.83746880000000,2.40176500000000'}",2018-09-17
Pitié-Salpêtrière,"48.83749,2.36521",51,7586.0,7866,"{'code': 13102, 'codeStr': 13102, 'name': 'Pitié-Salpêtrière', 'dateOuverture': '2018-10-17', 'state': 'Operative', 'nbBike': 3, 'nbEbike': 2, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 46, 'nbEDock': 0, 'latitude': '48.83742000000000', 'longitude': '2.36506000000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.83742000000000,2.36506000000000'}",2018-10-17
Murat - Porte de Saint-Cloud,"48.83751,2.25777",38,10166.0,7866,"{'code': 16042, 'codeStr': 16042, 'name': 'Murat -Porte de Saint -cloud', 'dateOuverture': '2018-05-11', 'state': 'Operative', 'nbBike': 25, 'nbEbike': 4, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 8, 'nbEDock': 0, 'latitude': '48.83750862621299', 'longitude': '2.25776519626379', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.83750862621299,2.25776519626379'}",2018-05-11
Cassini - Denfert-Rochereau,"48.83753,2.33604",25,5721.0,7866,"{'code': 14111, 'codeStr': 14111, 'name': 'Cassini-Denfert-Rechereau ', 'dateOuverture': '2018-06-19', 'state': 'Operative', 'nbBike': 3, 'nbEbike': 5, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 17, 'nbEDock': 0, 'latitude': '48.83752583906732', 'longitude': '2.33603540807962', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.83752583906732,2.33603540807962'}",2018-06-19
Claude Decaen - Cannebière,"48.83761,2.39725",27,7591.0,7866,"{'code': 12111, 'codeStr': 12111, 'name': 'Claude Decaen - Cannebière', 'dateOuverture': '2018-01-22', 'state': 'Operative', 'nbBike': 1, 'nbEbike': 1, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 24, 'nbEDock': 0, 'latitude': '48.83761417037952', 'longitude': '2.39725378219570', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.83761417037952,2.39725378219570'}",2018-01-22
Port-Royal - Hôpital du Val-de-Grâce,"48.83767,2.34481",18,10080.0,7866,"{'code': 13001, 'codeStr': 13001, 'name': 'Port-Royal - Hôpital du Val-de-Grâce', 'dateOuverture': '2018-07-10', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 0, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 18, 'nbEDock': 0, 'latitude': '48.83777200000000', 'longitude': '2.34466400000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.83777200000000,2.34466400000000'}",2018-07-10
Convention - Vaugirard,"48.83768,2.29559",48,16518.0,7866,"{'code': 15052, 'codeStr': 15052, 'name': 'Convention - Vaugirard', 'dateOuverture': '2018-04-10', 'state': 'Operative', 'nbBike': 20, 'nbEbike': 2, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 25, 'nbEDock': 0, 'latitude': '48.83767682233156', 'longitude': '2.29558692602025', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.83767682233156,2.29558692602025'}",2018-04-10
Hôpital Européen Georges Pompidou ,"48.83770,2.27537",65,10771.0,7866,"{'code': 15104, 'codeStr': 15104, 'name': 'Hôpital Européen Georges Pompidou ', 'dateOuverture': '2018-10-25', 'state': 'Operative', 'nbBike': 17, 'nbEbike': 0, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 44, 'nbEDock': 0, 'latitude': '48.83779350000000', 'longitude': '2.27566730000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.83779350000000,2.27566730000000'}",2018-10-25
Hôpital Pitié Salpêtrière,"48.83770,2.36049",50,11531.0,7866,"{'code': 13103, 'codeStr': 13103, 'name': 'Saint-Marcel', 'dateOuverture': '2018-01-23', 'state': 'Operative', 'nbBike': 1, 'nbEbike': 4, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 45, 'nbEDock': 0, 'latitude': '48.83770160000000', 'longitude': '2.36049460000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.83770160000000,2.36049460000000'}",2018-01-23
Sèvres-Gallieni,"48.83781,2.22815",27,3789.0,7866,"{'code': 21032, 'codeStr': 21032, 'name': 'Sèvres  Gallieni', 'dateOuverture': '2019-07-24', 'state': 'Operative', 'nbBike': 16, 'nbEbike': 11, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 0, 'nbEDock': 0, 'latitude': '48.83774386804352', 'longitude': '2.22812041640282', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.83774386804352,2.22812041640282'}",2019-07-24
Le Corbusier - Jean Jaurès,"48.83781,2.24084",46,7935.0,7866,"{'code': 21009, 'codeStr': 21009, 'name': 'Le Corbusier - Jean Jaurès', 'dateOuverture': '2018-04-04', 'state': 'Operative', 'nbBike': 33, 'nbEbike': 0, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 11, 'nbEDock': 0, 'latitude': '48.83781183639671', 'longitude': '2.24097490310669', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.83781183639671,2.24097490310669'}",2018-04-04
Place Ginette Hamelin,"48.83785,2.38206",51,7647.0,7866,"{'code': 12026, 'codeStr': 12026, 'name': 'Place Ginette Hamelin', 'dateOuverture': '2019-03-27', 'state': 'Operative', 'nbBike': 40, 'nbEbike': 4, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 6, 'nbEDock': 0, 'latitude': '48.83785300000000', 'longitude': '2.38206400000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.83785300000000,2.38206400000000'}",2019-03-27
Bargue -  Dutot,"48.83788,2.30888",21,7494.0,7866,"{'code': 15132, 'codeStr': 15132, 'name': 'Bargue -  Dutot', 'dateOuverture': '2019-03-28', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 1, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 20, 'nbEDock': 0, 'latitude': '48.83788400000000', 'longitude': '2.30887600000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.83788400000000,2.30887600000000'}",2019-03-28
Rottembourg - Général Michel Bizot,"48.83788,2.40441",43,8085.0,7866,"{'code': 12155, 'codeStr': 12155, 'name': 'Rottembourg - Général Michel Bizot', 'dateOuverture': '2019-03-28', 'state': 'Operative', 'nbBike': 11, 'nbEbike': 3, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 29, 'nbEDock': 0, 'latitude': '48.83834200000000', 'longitude': '2.40645300000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.83834200000000,2.40645300000000'}",2019-03-28
Maine - Jean Zay  ,"48.83793,2.32254",50,9001.0,7866,"{'code': 14035, 'codeStr': 14035, 'name': 'Maine - Jean Zay  ', 'dateOuverture': '2018-03-30', 'state': 'Operative', 'nbBike': 2, 'nbEbike': 17, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 30, 'nbEDock': 0, 'latitude': '48.83792526389767', 'longitude': '2.32254289090633', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.83792526389767,2.32254289090633'}",2018-03-30
Lecourbe - Jean Maridor,"48.83796,2.28774",19,8678.0,7866,"{'code': 15054, 'codeStr': 15054, 'name': 'Lecourbe - Jean Maridor', 'dateOuverture': '2018-06-11', 'state': 'Operative', 'nbBike': 17, 'nbEbike': 1, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 0, 'nbEDock': 0, 'latitude': '48.83796366147599', 'longitude': '2.28773921728134', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.83796366147599,2.28773921728134'}",2018-06-11
Victor Hugo - Galliéni,"48.83802,2.24608",34,5828.0,7866,"{'code': 21008, 'codeStr': 21008, 'name': 'Victor Hugo - Galliéni', 'dateOuverture': '2018-04-05', 'state': 'Operative', 'nbBike': 15, 'nbEbike': 5, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 12, 'nbEDock': 0, 'latitude': '48.83790187225507', 'longitude': '2.24606372416019', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.83790187225507,2.24606372416019'}",2018-04-05
Hôpital Européen Georges Pompidou,"48.83815,2.27494",0,0.0,2,"{'code': 15104, 'codeStr': 15104, 'name': 'Hôpital Européen Georges Pompidou ', 'dateOuverture': '2018-10-25', 'state': 'Operative', 'nbBike': 17, 'nbEbike': 0, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 44, 'nbEDock': 0, 'latitude': '48.83779350000000', 'longitude': '2.27566730000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.83779350000000,2.27566730000000'}",2018-10-25
Duméril - Jeanne d'Arc,"48.83815,2.35711",41,10908.0,7866,"{'code': 13006, 'codeStr': 13006, 'name': ""Duméril - Jeanne d'Arc"", 'dateOuverture': '2018-04-02', 'state': 'Operative', 'nbBike': 1, 'nbEbike': 1, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 38, 'nbEDock': 0, 'latitude': '48.83815160808658', 'longitude': '2.35710844955640', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.83815160808658,2.35710844955640'}",2018-04-02
